File Path	chrom://thermoelectronn/ChromeleonLocal/Visitors/Micah/2019 experiment/2019_1_31_samples.seq/75953.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	749.1
Injection Number	366
Position	BF12
Comment	
Processing Method	Micah Cardenolides
Instrument Method	Cardenolide_test_equilibrate_charles
Type	Unknown
Status	Finished
Injection Date	6/13/2019
Injection Time	5:32:25 AM
Injection Volume (µl)	2.000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	25.003333
Data Points	7502
Detector	UV
Generating Data System	Chromeleon 7.2.4.8525
Exporting Data System	Chromeleon 7.2.4.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.016358
Signal Max.	969.815035
Channel	UV_VIS_1
Driver Name	DAD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.2
Max. Step (s)	0.2
Average Step (s)	0.2

Signal Parameter Information:
Signal Info	WVL:220 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
1.840000	0.2	20.866105
1.843333	0.2	22.414045
1.846667	0.2	23.930396
1.850000	0.2	25.384877
1.853333	0.2	26.748791
1.856667	0.2	27.995526
1.860000	0.2	29.101578
1.863333	0.2	30.047197
1.866667	0.2	30.816519
1.870000	0.2	31.398048
1.873333	0.2	31.784868
1.876667	0.2	31.974102
1.880000	0.2	31.966608
1.883333	0.2	31.767237
1.886667	0.2	31.384863
1.890000	0.2	30.831928
1.893333	0.2	30.123862
1.896667	0.2	29.278387
1.900000	0.2	28.314572
1.903333	0.2	27.251876
1.906667	0.2	26.109756
1.910000	0.2	24.907823
1.913333	0.2	23.665690
1.916667	0.2	22.402203
1.920000	0.2	21.134479
1.923333	0.2	19.877549
1.926667	0.2	18.644819
1.930000	0.2	17.448227
1.933333	0.2	16.297861
1.936667	0.2	15.201916
1.940000	0.2	14.166480
1.943333	0.2	13.194891
1.946667	0.2	12.287815
1.950000	0.2	11.444247
1.953333	0.2	10.662535
1.956667	0.2	9.941060
1.960000	0.2	9.278586
1.963333	0.2	8.673784
1.966667	0.2	8.124199
1.970000	0.2	7.626201
1.973333	0.2	7.176238
1.976667	0.2	6.771565
1.980000	0.2	6.409548
1.983333	0.2	6.086928
1.986667	0.2	5.800224
1.990000	0.2	5.546304
1.993333	0.2	5.322205
1.996667	0.2	5.124932
2.000000	0.2	4.951853
2.003333	0.2	4.800905
2.006667	0.2	4.669760
2.010000	0.2	4.555167
2.013333	0.2	4.453915
2.016667	0.2	4.364047
2.020000	0.2	4.284522
2.023333	0.2	4.214214
2.026667	0.2	4.151644
2.030000	0.2	4.095358
2.033333	0.2	4.044064
2.036667	0.2	3.996462
2.040000	0.2	3.951457
2.043333	0.2	3.908486
2.046667	0.2	3.867185
2.050000	0.2	3.827081
2.053333	0.2	3.787855
2.056667	0.2	3.749206
2.060000	0.2	3.710343
2.063333	0.2	3.670478
2.066667	0.2	3.629694
2.070000	0.2	3.588552
2.073333	0.2	3.547063
2.076667	0.2	3.504605
2.080000	0.2	3.460819
2.083333	0.2	3.416106
2.086667	0.2	3.371107
2.090000	0.2	3.326406
2.093333	0.2	3.282835
2.096667	0.2	3.241139
2.100000	0.2	3.201243
2.103333	0.2	3.162563
2.106667	0.2	3.124937
2.110000	0.2	3.088588
2.113333	0.2	3.053670
2.116667	0.2	3.020532
2.120000	0.2	2.989732
2.123333	0.2	2.961434
2.126667	0.2	2.935378
2.130000	0.2	2.911337
2.133333	0.2	2.889378
2.136667	0.2	2.869765
2.140000	0.2	2.852420
2.143333	0.2	2.836680
2.146667	0.2	2.821974
2.150000	0.2	2.808544
2.153333	0.2	2.797064
2.156667	0.2	2.787767
2.160000	0.2	2.780391
2.163333	0.2	2.774751
2.166667	0.2	2.771168
2.170000	0.2	2.770161
2.173333	0.2	2.771693
2.176667	0.2	2.775261
2.180000	0.2	2.780511
2.183333	0.2	2.787255
2.186667	0.2	2.795276
2.190000	0.2	2.804266
2.193333	0.2	2.813682
2.196667	0.2	2.822893
2.200000	0.2	2.831751
2.203333	0.2	2.840719
2.206667	0.2	2.849968
2.210000	0.2	2.858751
2.213333	0.2	2.866066
2.216667	0.2	2.871213
2.220000	0.2	2.873600
2.223333	0.2	2.872786
2.226667	0.2	2.868717
2.230000	0.2	2.861616
2.233333	0.2	2.851842
2.236667	0.2	2.839988
2.240000	0.2	2.826673
2.243333	0.2	2.812143
2.246667	0.2	2.796220
2.250000	0.2	2.778568
2.253333	0.2	2.759019
2.256667	0.2	2.737662
2.260000	0.2	2.714659
2.263333	0.2	2.690323
2.266667	0.2	2.665279
2.270000	0.2	2.640276
2.273333	0.2	2.616005
2.276667	0.2	2.593097
2.280000	0.2	2.571911
2.283333	0.2	2.552216
2.286667	0.2	2.533339
2.290000	0.2	2.514871
2.293333	0.2	2.497207
2.296667	0.2	2.481279
2.300000	0.2	2.467743
2.303333	0.2	2.456555
2.306667	0.2	2.447176
2.310000	0.2	2.438912
2.313333	0.2	2.431302
2.316667	0.2	2.424252
2.320000	0.2	2.417498
2.323333	0.2	2.410382
2.326667	0.2	2.402546
2.330000	0.2	2.394481
2.333333	0.2	2.387053
2.336667	0.2	2.380671
2.340000	0.2	2.375054
2.343333	0.2	2.369605
2.346667	0.2	2.363784
2.350000	0.2	2.357274
2.353333	0.2	2.349907
