File Path	chrom://thermoelectronn/ChromeleonLocal/Visitors/Micah/2019 experiment/2019_1_31_samples.seq/28883.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	547.1
Injection Number	418
Position	BC2
Comment	
Processing Method	Micah Cardenolides
Instrument Method	Cardenolide_test_equilibrate_charles
Type	Unknown
Status	Finished
Injection Date	6/18/2019
Injection Time	4:32:18 AM
Injection Volume (µl)	2.000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	25.003333
Data Points	7502
Detector	UV
Generating Data System	Chromeleon 7.2.4.8525
Exporting Data System	Chromeleon 7.2.4.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.008709
Signal Max.	591.245586
Channel	UV_VIS_1
Driver Name	DAD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.2
Max. Step (s)	0.2
Average Step (s)	0.2

Signal Parameter Information:
Signal Info	WVL:220 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
1.830000	0.2	3.442605
1.833333	0.2	3.388897
1.836667	0.2	3.339884
1.840000	0.2	3.295248
1.843333	0.2	3.254979
1.846667	0.2	3.218759
1.850000	0.2	3.186045
1.853333	0.2	3.156527
1.856667	0.2	3.130249
1.860000	0.2	3.107183
1.863333	0.2	3.086803
1.866667	0.2	3.068302
1.870000	0.2	3.051231
1.873333	0.2	3.035748
1.876667	0.2	3.022159
1.880000	0.2	3.010394
1.883333	0.2	3.000087
1.886667	0.2	2.991057
1.890000	0.2	2.983216
1.893333	0.2	2.975990
1.896667	0.2	2.968538
1.900000	0.2	2.960554
1.903333	0.2	2.952296
1.906667	0.2	2.944206
1.910000	0.2	2.936912
1.913333	0.2	2.930995
1.916667	0.2	2.926249
1.920000	0.2	2.921677
1.923333	0.2	2.916578
1.926667	0.2	2.911226
1.930000	0.2	2.906189
1.933333	0.2	2.901342
1.936667	0.2	2.896153
1.940000	0.2	2.890633
1.943333	0.2	2.885172
1.946667	0.2	2.879733
1.950000	0.2	2.874014
1.953333	0.2	2.868043
1.956667	0.2	2.862197
1.960000	0.2	2.856729
1.963333	0.2	2.851391
1.966667	0.2	2.845801
1.970000	0.2	2.839915
1.973333	0.2	2.833709
1.976667	0.2	2.827004
1.980000	0.2	2.819930
1.983333	0.2	2.812965
1.986667	0.2	2.806442
1.990000	0.2	2.800491
1.993333	0.2	2.795144
1.996667	0.2	2.790085
2.000000	0.2	2.784828
2.003333	0.2	2.779229
2.006667	0.2	2.773381
2.010000	0.2	2.767304
2.013333	0.2	2.761003
2.016667	0.2	2.754500
2.020000	0.2	2.747772
2.023333	0.2	2.740764
2.026667	0.2	2.733473
2.030000	0.2	2.726221
2.033333	0.2	2.719758
2.036667	0.2	2.714812
2.040000	0.2	2.711511
2.043333	0.2	2.709282
2.046667	0.2	2.707491
2.050000	0.2	2.706036
2.053333	0.2	2.705131
2.056667	0.2	2.705128
2.060000	0.2	2.706730
