File Path	chrom://thermoelectronn/ChromeleonLocal/Visitors/Micah/2019 experiment/2019_1_31_samples.seq/306.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	925
Injection Number	181
Position	BG6
Comment	
Processing Method	Micah Cardenolides
Instrument Method	Cardenolide_test_equilibrate_charles
Type	Unknown
Status	Finished
Injection Date	2/7/2019
Injection Time	5:10:03 AM
Injection Volume (µl)	2.000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	25.003333
Data Points	7502
Detector	UV
Generating Data System	Chromeleon 7.2.4.8525
Exporting Data System	Chromeleon 7.2.4.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.005756
Signal Max.	1,062.150784
Channel	UV_VIS_1
Driver Name	DAD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.2
Max. Step (s)	0.2
Average Step (s)	0.2

Signal Parameter Information:
Signal Info	WVL:220 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
1.706667	0.2	4.140596
1.710000	0.2	4.146833
1.713333	0.2	4.152714
1.716667	0.2	4.157721
1.720000	0.2	4.161614
1.723333	0.2	4.164384
1.726667	0.2	4.165920
1.730000	0.2	4.166008
1.733333	0.2	4.164450
1.736667	0.2	4.160941
1.740000	0.2	4.154882
1.743333	0.2	4.145407
1.746667	0.2	4.131846
1.750000	0.2	4.114418
1.753333	0.2	4.094126
1.756667	0.2	4.071929
1.760000	0.2	4.048495
1.763333	0.2	4.024371
1.766667	0.2	3.999823
1.770000	0.2	3.974791
1.773333	0.2	3.949100
1.776667	0.2	3.922550
1.780000	0.2	3.895317
1.783333	0.2	3.868302
1.786667	0.2	3.842650
1.790000	0.2	3.819051
1.793333	0.2	3.797631
1.796667	0.2	3.778091
1.800000	0.2	3.759787
1.803333	0.2	3.741788
1.806667	0.2	3.723147
1.810000	0.2	3.703484
1.813333	0.2	3.683178
1.816667	0.2	3.662656
1.820000	0.2	3.641830
1.823333	0.2	3.620455
1.826667	0.2	3.598587
1.830000	0.2	3.576352
1.833333	0.2	3.553596
1.836667	0.2	3.530122
1.840000	0.2	3.505926
1.843333	0.2	3.481100
1.846667	0.2	3.455928
1.850000	0.2	3.431022
1.853333	0.2	3.406864
1.856667	0.2	3.383366
1.860000	0.2	3.360333
1.863333	0.2	3.338295
1.866667	0.2	3.318457
1.870000	0.2	3.301675
1.873333	0.2	3.287995
1.876667	0.2	3.277610
1.880000	0.2	3.271625
1.883333	0.2	3.271257
1.886667	0.2	3.276734
1.890000	0.2	3.287495
1.893333	0.2	3.303169
1.896667	0.2	3.324148
1.900000	0.2	3.351155
1.903333	0.2	3.384375
1.906667	0.2	3.423497
1.910000	0.2	3.468281
1.913333	0.2	3.518287
1.916667	0.2	3.572384
1.920000	0.2	3.629302
1.923333	0.2	3.688316
1.926667	0.2	3.748679
1.930000	0.2	3.809061
1.933333	0.2	3.868174
1.936667	0.2	3.925380
1.940000	0.2	3.980551
1.943333	0.2	4.033346
1.946667	0.2	4.082669
1.950000	0.2	4.127133
1.953333	0.2	4.165727
1.956667	0.2	4.198027
1.960000	0.2	4.224203
1.963333	0.2	4.244617
1.966667	0.2	4.259273
1.970000	0.2	4.267926
1.973333	0.2	4.270598
1.976667	0.2	4.267738
1.980000	0.2	4.260012
1.983333	0.2	4.247837
1.986667	0.2	4.231206
1.990000	0.2	4.210413
1.993333	0.2	4.186690
1.996667	0.2	4.161562
2.000000	0.2	4.135713
2.003333	0.2	4.108874
2.006667	0.2	4.080691
2.010000	0.2	4.051039
2.013333	0.2	4.019507
2.016667	0.2	3.985485
2.020000	0.2	3.948849
2.023333	0.2	3.909882
2.026667	0.2	3.868769
2.030000	0.2	3.825717
2.033333	0.2	3.781258
2.036667	0.2	3.736024
2.040000	0.2	3.690119
2.043333	0.2	3.642848
2.046667	0.2	3.593364
2.050000	0.2	3.541644
2.053333	0.2	3.488527
2.056667	0.2	3.434994
2.060000	0.2	3.381729
2.063333	0.2	3.328902
2.066667	0.2	3.276273
2.070000	0.2	3.224020
2.073333	0.2	3.173076
2.076667	0.2	3.124436
2.080000	0.2	3.078625
2.083333	0.2	3.035742
2.086667	0.2	2.995514
2.090000	0.2	2.957225
2.093333	0.2	2.919960
2.096667	0.2	2.883043
2.100000	0.2	2.846130
2.103333	0.2	2.809351
2.106667	0.2	2.773575
2.110000	0.2	2.739917
2.113333	0.2	2.708703
2.116667	0.2	2.679485
2.120000	0.2	2.652007
2.123333	0.2	2.626583
2.126667	0.2	2.603816
2.130000	0.2	2.584152
2.133333	0.2	2.567429
2.136667	0.2	2.553000
2.140000	0.2	2.540546
2.143333	0.2	2.530784
2.146667	0.2	2.525182
2.150000	0.2	2.524868
2.153333	0.2	2.530239
2.156667	0.2	2.541387
2.160000	0.2	2.558429
2.163333	0.2	2.581882
2.166667	0.2	2.613165
2.170000	0.2	2.654582
2.173333	0.2	2.708454
2.176667	0.2	2.776253
2.180000	0.2	2.858685
2.183333	0.2	2.956326
2.186667	0.2	3.069907
2.190000	0.2	3.199957
2.193333	0.2	3.346207
2.196667	0.2	3.507877
2.200000	0.2	3.684504
2.203333	0.2	3.875771
2.206667	0.2	4.080702
2.210000	0.2	4.297610
2.213333	0.2	4.524145
2.216667	0.2	4.757098
2.220000	0.2	4.993060
2.223333	0.2	5.229310
2.226667	0.2	5.463413
2.230000	0.2	5.692361
2.233333	0.2	5.912811
2.236667	0.2	6.121996
2.240000	0.2	6.317869
2.243333	0.2	6.498249
2.246667	0.2	6.660337
2.250000	0.2	6.801615
2.253333	0.2	6.920825
2.256667	0.2	7.017458
2.260000	0.2	7.090905
2.263333	0.2	7.140630
2.266667	0.2	7.166552
2.270000	0.2	7.168964
2.273333	0.2	7.148532
2.276667	0.2	7.106536
2.280000	0.2	7.044925
2.283333	0.2	6.965794
2.286667	0.2	6.870598
2.290000	0.2	6.760246
2.293333	0.2	6.636129
2.296667	0.2	6.500572
2.300000	0.2	6.356368
2.303333	0.2	6.206175
2.306667	0.2	6.052269
2.310000	0.2	5.896630
2.313333	0.2	5.740943
2.316667	0.2	5.586555
2.320000	0.2	5.434588
2.323333	0.2	5.285952
2.326667	0.2	5.141242
2.330000	0.2	5.000806
2.333333	0.2	4.865007
2.336667	0.2	4.734298
2.340000	0.2	4.609159
2.343333	0.2	4.489871
2.346667	0.2	4.376183
2.350000	0.2	4.267399
2.353333	0.2	4.162674
2.356667	0.2	4.061234
2.360000	0.2	3.962578
2.363333	0.2	3.866371
2.366667	0.2	3.772405
2.370000	0.2	3.680847
2.373333	0.2	3.591979
2.376667	0.2	3.505666
2.380000	0.2	3.421474
2.383333	0.2	3.339070
2.386667	0.2	3.258407
2.390000	0.2	3.179830
2.393333	0.2	3.103940
2.396667	0.2	3.031183
2.400000	0.2	2.961610
2.403333	0.2	2.895030
2.406667	0.2	2.831516
2.410000	0.2	2.771479
2.413333	0.2	2.715094
2.416667	0.2	2.662276
2.420000	0.2	2.613164
2.423333	0.2	2.568062
2.426667	0.2	2.527289
2.430000	0.2	2.491360
2.433333	0.2	2.460594
2.436667	0.2	2.434377
2.440000	0.2	2.411509
2.443333	0.2	2.391332
2.446667	0.2	2.373978
2.450000	0.2	2.359767
2.453333	0.2	2.348859
2.456667	0.2	2.341154
2.460000	0.2	2.336106
2.463333	0.2	2.332948
2.466667	0.2	2.331264
2.470000	0.2	2.330971
2.473333	0.2	2.331924
2.476667	0.2	2.333870
2.480000	0.2	2.336649
2.483333	0.2	2.340295
2.486667	0.2	2.344851
2.490000	0.2	2.349864
2.493333	0.2	2.354378
2.496667	0.2	2.357782
2.500000	0.2	2.360205
2.503333	0.2	2.361796
2.506667	0.2	2.362213
2.510000	0.2	2.361007
2.513333	0.2	2.358106
2.516667	0.2	2.353738
2.520000	0.2	2.348053
2.523333	0.2	2.340892
2.526667	0.2	2.332016
2.530000	0.2	2.321729
2.533333	0.2	2.310818
2.536667	0.2	2.299361
2.540000	0.2	2.286086
2.543333	0.2	2.269663
2.546667	0.2	2.250355
2.550000	0.2	2.229969
2.553333	0.2	2.210462
2.556667	0.2	2.192550
2.560000	0.2	2.175417
2.563333	0.2	2.157833
2.566667	0.2	2.139474
2.570000	0.2	2.121053
2.573333	0.2	2.103557
2.576667	0.2	2.087504
2.580000	0.2	2.072646
2.583333	0.2	2.058281
2.586667	0.2	2.043739
2.590000	0.2	2.028546
2.593333	0.2	2.012587
2.596667	0.2	1.996441
2.600000	0.2	1.981222
2.603333	0.2	1.967797
2.606667	0.2	1.956291
2.610000	0.2	1.946361
2.613333	0.2	1.937627
2.616667	0.2	1.929720
2.620000	0.2	1.922237
2.623333	0.2	1.914746
2.626667	0.2	1.907066
2.630000	0.2	1.900039
2.633333	0.2	1.895142
2.636667	0.2	1.892592
2.640000	0.2	1.890843
2.643333	0.2	1.888326
2.646667	0.2	1.884702
2.650000	0.2	1.880449
2.653333	0.2	1.876103
2.656667	0.2	1.872080
2.660000	0.2	1.868697
2.663333	0.2	1.865789
2.666667	0.2	1.862847
2.670000	0.2	1.860052
2.673333	0.2	1.858459
2.676667	0.2	1.858807
2.680000	0.2	1.860630
2.683333	0.2	1.862707
2.686667	0.2	1.864117
2.690000	0.2	1.864647
2.693333	0.2	1.864315
2.696667	0.2	1.862931
2.700000	0.2	1.860455
2.703333	0.2	1.857547
2.706667	0.2	1.855318
2.710000	0.2	1.854549
2.713333	0.2	1.855154
2.716667	0.2	1.856453
2.720000	0.2	1.857959
2.723333	0.2	1.859506
2.726667	0.2	1.860852
2.730000	0.2	1.861734
2.733333	0.2	1.862077
2.736667	0.2	1.861898
2.740000	0.2	1.861139
2.743333	0.2	1.859701
2.746667	0.2	1.857647
2.750000	0.2	1.855173
2.753333	0.2	1.852459
2.756667	0.2	1.849652
2.760000	0.2	1.846797
2.763333	0.2	1.843909
2.766667	0.2	1.841383
2.770000	0.2	1.839894
2.773333	0.2	1.839800
2.776667	0.2	1.841039
2.780000	0.2	1.843183
