File Path	chrom://thermoelectronn/ChromeleonLocal/Visitors/Micah/2019 experiment/2019_1_31_samples.seq/136.smp/UV_VIS_1.channel/UV_VIS_1.chm
Channel	UV_VIS_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	1039.3
Injection Number	208
Position	BA11
Comment	
Processing Method	Micah Cardenolides
Instrument Method	Cardenolide_test_equilibrate_charles
Type	Unknown
Status	Finished
Injection Date	3/20/2019
Injection Time	7:01:48 PM
Injection Volume (µl)	2.000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	25.003333
Data Points	7502
Detector	UV
Generating Data System	Chromeleon 7.2.4.8525
Exporting Data System	Chromeleon 7.2.4.0
Operator	Instrument Controller
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.007206
Signal Max.	839.627359
Channel	UV_VIS_1
Driver Name	DAD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.2
Max. Step (s)	0.2
Average Step (s)	0.2

Signal Parameter Information:
Signal Info	WVL:220 nm

Chromatogram Data:
Time (min)	Step (s)	Value (mAU)
2.313333	0.2	5.013196
2.316667	0.2	4.739493
2.320000	0.2	4.486164
2.323333	0.2	4.253051
2.326667	0.2	4.039470
2.330000	0.2	3.844017
2.333333	0.2	3.664854
2.336667	0.2	3.500154
2.340000	0.2	3.348681
2.343333	0.2	3.209832
2.346667	0.2	3.083099
2.350000	0.2	2.967702
2.353333	0.2	2.862539
2.356667	0.2	2.766337
2.360000	0.2	2.677890
2.363333	0.2	2.596290
2.366667	0.2	2.521065
2.370000	0.2	2.451977
2.373333	0.2	2.388626
2.376667	0.2	2.330391
2.380000	0.2	2.276732
2.383333	0.2	2.227412
2.386667	0.2	2.182202
2.390000	0.2	2.140459
2.393333	0.2	2.101335
2.396667	0.2	2.064276
2.400000	0.2	2.029080
2.403333	0.2	1.995782
2.406667	0.2	1.964554
2.410000	0.2	1.935302
2.413333	0.2	1.907506
2.416667	0.2	1.880810
2.420000	0.2	1.855545
2.423333	0.2	1.832565
2.426667	0.2	1.812666
2.430000	0.2	1.796002
2.433333	0.2	1.782035
2.436667	0.2	1.770043
2.440000	0.2	1.759381
2.443333	0.2	1.749657
2.446667	0.2	1.741252
2.450000	0.2	1.735457
2.453333	0.2	1.733572
2.456667	0.2	1.735917
2.460000	0.2	1.741948
2.463333	0.2	1.750989
2.466667	0.2	1.762653
2.470000	0.2	1.776766
2.473333	0.2	1.793064
2.476667	0.2	1.811231
2.480000	0.2	1.831075
2.483333	0.2	1.852501
2.486667	0.2	1.875488
2.490000	0.2	1.900015
2.493333	0.2	1.925965
2.496667	0.2	1.952908
2.500000	0.2	1.979886
2.503333	0.2	2.005938
2.506667	0.2	2.030861
2.510000	0.2	2.054948
2.513333	0.2	2.078323
2.516667	0.2	2.100710
2.520000	0.2	2.121347
2.523333	0.2	2.139294
2.526667	0.2	2.154036
2.530000	0.2	2.165419
2.533333	0.2	2.173248
2.536667	0.2	2.177456
2.540000	0.2	2.178386
2.543333	0.2	2.176373
2.546667	0.2	2.171352
2.550000	0.2	2.163469
